Text,label
"following coronavirusoutbreak in china, all countries cancelled flights to this country to prevent the spread of the deadly virus except iran and now, iran is spreading this virus to it is neighboring countries! coronavirus ",0
"stuck on the coronavirus hit cruise ship , shut the fuck up loosewomen",0
why everyone is remaining silent right now is a little alarming. shitz serious y’all!?!  prayforchina notaflu… ,0
calling it 'the chinese virus' is not taking it seriously. impeachtrumpagain racismisavirus ,1
they realy banned countries with no coronavirus cases and forgot china and italy  you realy cant make this shit up,0
'all they see is my chinese face' - there is been coronavirus racism/xenophobia agst chinese and; asians around the world. what does this wave of sinophobia tell us about the way we fear china? my bbc news analysis: covid19 jenesuispasunvirus iamnotavirus,1
"with the covid_19 pandemic now declared a national emergency in the united states, uncertainty and fear are breeding acts of discrimination and violence against individuals of asian descent. let is washthehate together. coronavirus ",1
asian americans join washthehate campaign to raise awareness of discrimination amid coronavirus fears | gma ,1
super cute video with an important message to becool2asians ffs ,1
"pls retweet: writes asian americans are ""vastly over-represented among the front line medical workers"" 17% doctors, 9% pa is, 10% nurses in the us are asian. yet they face the rise in violence and hate against asians. becool2asians frontlineworkers covid19 ",1
enabling remote work? can help saasops ,0
"enough! african women are deeply saddened and; appalled by the racist attack on as a person and; the african community at large. it is time for collective and; unified global leadership to fight covid19, not targeted racial discrimination. standingwithtedros racismisavirus",1
just take piriton to reduce the itching,0
"it breaks my heart that you fucking racists are telling every asian person that they have the coronavirus, meanwhile everyone in china are fighting so hard to not get this and are crying because they are losing their families",1
we are not diseased. we are not scapegoats. we are not a virus. we are asian-americans tired of the anti-asian sentiment from covid-19. tell your story and join the collective of pan-asian youth retaking our narrative. iamnotavirus ,1
"fang bin, who exposed the truth of coronavirus, got arrested again on feb 10. here is one of his last clips,"" starting today, i call for all people to stand against the tyranny of ccp. i ask all chinese people, domestic or abroad, band together..."" ",0
i would especially urge my fellow jewish friends in the us to patronise their local chinese restaurants/takeouts extra atm. american jews have a historic special bond with american chinese food places. we need to help counteract this racist and; ignorant paranoia re: coronavirus,1
coronavirus were all going to die because some dirty chinks did not want to curb their eating of bat soup and dogs lmao,2
"by spraying is china telling us the coronavirus is not only transfered human to human but surface to human too? if so, that means that any products coming from china can be transporting the virus if handled be an infected person. just food for thought 06",0
this should scare the shit out of everyone. fuckchina,2
"proud to be join a new campaign . coronavirus-related violence on asianamericans is on the rise. we all need to do our part to stop the disease of hate, just like with covid19 itself. post your own video using washthehate on social. be heard. be brave. ",1
"bringing this to the top again, because these attacks are still happening. be vigilant, call on allies and stand up for the community. racismisavirus washthehate hateisavirus becool2asians ",1
"coronavirus is keeping both energy demand and industrial output at a record low, which means a reduction in carbon emissions. ",0
"one and only, fucking one and only.",0
deaths on princess cruise ship from coronavirus. ,0
" america has been killing humans overseas for 19 years for israeli communist jews. trump has the coronavirus beat, he bomb syria and in one day murdered 500 humans and did a billion dollars in damage. stop the communist jewish supremacist cancer killing the world. hitler was right ",0
been saying for weeks temperature check does not do shit we now just rely on an information card and humanity to save us from pandemic ,0
i cannot wait to see that shit show wuhanvirus coronaoutbreak,0
 knock the chink bitch out,2
coronavirus live updates: new cases light up the map as nations brace for outbreaks coronavirus 2019ncov virus chinavirus wuhan sos covid19,0
"more than 3,000 coronavirus deaths in u.s. as large cities battle hospital bed shortages ",1
" not only they now to china, they bully taiwan as well.",0
"asian americans report over 650 racist acts over last week, new data says. iamnotavirus ",1
at this point niggas are certified ass waters lmfaoooo he prolly the one that started that coronavirus ,0
i could say a lot about you dirty no good mfs witcha chink ass eyes and you and ya whole fuckin fam stinking up the apartment hallway with ya nasty ass food and fish soups or let is talk bout how you have turned downtown oakland into a fuckin pigsty filthy bitches watch ya mouth,2
45 continuously calls this the “chinese virus.” it is leading to asian americans all over the us to be targeted. racism is at it is peak because of this pos. meanwhile the maga crowd has no idea where their stupid red hats are made. look at the tag. the irony of it all. fuck off!,1
chinese anything is probably fucking bullshit tho,2
i was not fucking around when i said you could do more for the environment and reducing pollution by initiating a nuclear attack on china.,2
remember when democrats called trump a racist for keeping chinese people out of the country due to the china virus? now those democrats say trump is not doing enough. shame on the democrats! coronavirusoutbreak ,0
"they do not know exact source. it could have come from eating live dogs. the dogs are covered in shit, stuffed 12 in a cage for days. why could it not come from diseased dog meat and or poop. boycottchina for animal cruelty. ",0
it's not called the chinese virus. that is not a thing. its called the coronavirus you racist asshole! ,2
shit. this is bad.  coronavirus is not the only virus which needs a cure.,0
 chinese virus is not racist at all. the problem is this unfunny hating clown does not li… ,0
"as the chinese stigmatize and; torment africans in china, their kin are perfecting the traditional trade of faking and impersonation elsewhere...",0
" sanders is the coronavirus for american jews, a sad disgrace, a throwback to the last century, his commie grandfather, snother bolshevik totalitarian, glassberg,1919, was 1u.s. teacher banned from teaching in n.y.c, they are real communists who crap on the u.s constitution.",0
chinese. is. not. a. place. covid_19 covid19 china racismisavirus ,1
 who cares how the chinese cooked up their numbers. nobody with an ounce of sense believed them in the first place. but if you look at their actions it will tell you some useful info: their major cities are free of the virus. and they are shit scared of it coming back.... /,0
i am japanese but i think japanese government is the worst trash. i hate it. especially prime minister abe is a fucking trash politician. he is the worst prime minister ever. he is worse than chinese government. he is about to kill those who live in japan. coronavirus japan,0
chinaliedpeopledied it is all because of this fucking country...,2
it is called covid-19 because its full name is coronavirus disease 2019 not a fucking chinese virus,1
i would especially urge my fellow jewish friends in the us to patronise their local chinese restaurants/takeouts extra atm. american jews have a historic special bond with american chinese food places. we need to help counteract this racist and; ignorant paranoia re: coronavirus,1
"so everyone issuing health advisories in so cal for coronavirus, but where the fuck was this energy when y’all flew in 40+ people from wuhan, china? ",0
yesterday my husband had to give a chinese colleague is talk because the colleague could not travel due to the coronavirus outbreak. this shit is going to be disruptive.,0
"lab confirms b.c. case of new coronavirus, bringing total to 3 in canada ",1
this dumb fuck is trying to bring back the chinese exclusion act,0
"bruh, aids is a sweetheart, it let is you raise your kids see them graduate, hustle through young adulthood, get jobs, settle, get married, and in some cases you see your grand kids. corona virus is it is, write your will right now that is some next level bitch. hand me a 2nd mask",0
 well said... corononavirus h1n1 fluseason standwithchina saynotoracism iamnotavirus,1
asian americans join washthehate campaign to raise awareness of discrimination amid coronavirus ... via ,1
" house dems want to pass a bill preventing from enacting any travel ban at all because of the coronavirus. they called the china travel ban ""xenophobic"" and ""racist"". are they now going to call the europe travel ban ""racist""?? dems have lost their minds!",0
i would like to share what it is like on board the diamond princess cruise. please use this page to exchange info. diamondprincess coronavirus ,0
wash your hands! carry hand sanitizer! do not sneeze on ppl. cover your cough! and by god go to the damn doctor!… ,0
 it is fucking chinese virus,2
 when a president of america claims no responsibility for dragging his ass on this virus. and selling all of our pandemic supplies to the chinese. you still support this con..,0
"a clip to remember the next time you hear someone lobbying for more courses in humanities in general, and in ethics in particular, for business majors ",0
" they are slowing down on it yes, also not calling it coronavirus or wuflu instead covid-17? whatever number as to let i fall of the radar. china needs to pay for this shit so we should still use the older names.",2
you know who else is the latest update to the novel coronavirus outbreak? ,0
i would especially urge my fellow jewish friends in the us to patronise their local chinese restaurants/takeouts extra atm. american jews have a historic special bond with american chinese food places. we need to help counteract this racist and; ignorant paranoia re: coronavirus,1
"better yet, go back to nyc and wallow in the misery",0
 dirty ass chinks. covid19 coronavirus,2
" as the wuhan virus spreads through 3rd world countries like africa and; india-both having riots now, immigrants will try to flee to u.s.!! must keep our borders closed to all immigrants or we are insane!!",0
"grateful for the solidarity and support from my institution! if you have not already, please read this statement and consider signing the statement on anti-asian racism in the time of covid19. iamnotavirus racismisavirus aaccstatement",1
the msm gives you disinfectants that may kill the virus. the disinfectant that kills the virus is virkon s. it is being used by many asian countries governments including china. ask yourself why virkon s was not on this list? coronavirus ,0
"coronavirus is not trump is fault, okay? ebola was not obama is fault, sars was not bush is fault and only a handful of herpes were clinton is fault. ",0
i love when they slap me on the ass. and then they kiss her st. petersburg nudemodel coronavirus ,0
"or is it a false flag to get the chinese ready to fight us and cull their over burdening population at the same time? otherwise, why did they let it spread for over a month before doing anything about it. ccp bioweapon falseflag",2
"it is sunday, april 5, 2020. one citizen, i call for the removal from office by any legal means, the impeached fasc… ",2
 screw your china chinaliedpeopledied,2
" true - ""chinese coronavirus"" is not racist. however, it is causing harm to asian americans and asians abroad. documented random ignorant racist attacks on asians are on the rise recently. you should talk about that on your show. condemn the ignorance.",1
⁦⁩ is racist for performing ju-jit-su on chinese corona virus. they must all look all look alike racism. racismisavirus speakerpelosisucks ,0
 definitely chinesevirus is airborne..! remember these puppets in the hands of 11jinping once said there is no human-to-human transmission..? you all suck big..! time to shut your chinese market. chinesevirus19,0
survey indicates how u.s. hospitals are handling covid-19 pandemic ,0
cebu pacific lowers fares as coronavirus hits tourism news business candiceiyog philippines china manila finance thedepartmentoftourism cebupacific davao philippine hongkong ,0
your dick belongs to me! hampton c2c coronavirus ,0
"two iranians have died in hospital after testing positive for the new coronavirus in the holy shi'ite city of qom, the head of the city is university of medical sciences told the state-run mehr news agency on wednesday, february 18. iran ",0
what sort of brain-dead idiocy is this?? what utter clap-trap! a pandemic is not racist - but ignoring it on thos… ,0
"one of our students at tech expressed concern about xenophobia when it comes to covid-19. call it coronavirus, call it covid-19, but do not call it the “chinese virus”. by using that term, you are promoting hate crimes, racism, and discrimination. iamnotavirus racismisavirus ",1
china is not a good global neighbor. chinaliedpeopledied covid19 coronavirus,2
racist attacks against asians continue to rise as the coronavirus threat grows racismisavirus,1
my mom made a coronavirus joke abt china so i had to tell her that was disrespectful. welcome to reverse parenting everyone!,0
"“because half a dozen grasshoppers under a fern make the field ring with their importunate chink, whilst thousands of great cattle... chew the cud and are silent, pray do not imagine that those who make the noise are the only inhabitants of the field.”",0
" jiang, another chink in the fake news media armory waiting to disappear without trace. where do they find these hideous people? it is like the media are on a mission to self destruct. is that it?",2
 this virus has exposed a chink in our armor.,2
this fucker is about to be patient zero to his cabinet bc he is too fucking up his own ass to admit something bad might have happened,0
coronavirus coronavirusoutbreak u fucking chinese.. can u stop eating bats... dogs.. snakes... cockroaches... fucking insane... what u have led the world into,2
 damn chinesevirus wuhanvirus ,0
calling this guy a blithering idiot would not be an insult.. its fact.,0
"i wonder if the government would be more concerned with the coronavirus if instead of killing asians, gypsies and the elderly it were killing off rich old white guys. ",0
i would especially urge my fellow jewish friends in the us to patronise their local chinese restaurants/takeouts extra atm. american jews have a historic special bond with american chinese food places. we need to help counteract this racist and; ignorant paranoia re: coronavirus,1
"40 new covid-19 cases in b.c., five pandemic-related deaths ",0
"yes, yes he did. asked the asian reporter in the room where he is from. racismisavirus",1
"as asian americans continue to face harassment and assault, here is my washthehate video for worldhealthday ",1
this is for france i got small eyes but i am not chinese i am 100% indian stop looking me with those judgy eyes  iamnotavirus ,0
" cnn, msnbc, and every other one of your favorite news channels called it the “wuhan virus” or the “chinese virus” for almost 6 weeks. is that racist, too? you are a special kind of stupid.",0
i am drinking every time he says chinese virus. racismisavirus,1
washthehate asians demonized and experience race-baiting say they have had enough ,1
"this graph would probably be a lot more truthful, if it excluded china, since we do not actually know their real dea… ",0
why does no one including the person shooting the incident speak up to defend a fellow american? becool2asians ,1
"as of last week, ’ blackwidow is now 2020 is only film 2 have it is trailer pass 40 million views on , meaning it passed d threshold needed 2 have a shot @ being 2020 is lone billion dollar worldwide hit, even if china can not help it due 2 the coronavirus crisis ",0
"please stop pointing coronavirus jokes at us asians. if it is a joke, make it clear. iamnotavirus",1
we do not need china or their communist influence. stop supporting a dictator and people that are dog eaters! disgusting! americansfirst nochinainfuenceonamerica maga coronavirus stopsellingusouttochina trumptrain trumpusa,2
" becool2asians as an essential part of this country, asian americans are fighting against covid-19 and also racialism bully.",1
"yup. lines today at wal-mart and dollar store. ridiculous shit. soon, we will follow other states and only ""healthy"" food choices will be sold. i did see a lot more traffic today tho. people sick of this communist bullshit!",0
"as an asian american, i can assure you i do not agree. iamnotavirus covid19 ",1
"in an effort to protect the dowjones industrial average, tяump is lying about control of the coronavirus. this is a flashing red warning. tяump has almost zero concern. tuesdaythoughts fattuesday delhiriots wuhanvirus",0
fuck all that. i am canceling everything until this coronavirus is like underway. like why. ,0
it is either a bioweapon or someone fucked a fish. hmm.,0
they probably would have fucked the snake before killing it. chinesevirus chinese are virus. ,2
"fuckchina who is to blame for all this shit that is happening?. they are even trying to sale wrong goods to many, many countries. china the new rules of this fucking world !!",2
"give small business owners a break , anything coming from china is delayed due to coronavirus.. unless you want that shit, relax.",0
this is effectively a cash printing machine,0
 why is it important to write that it is a chinese virus. it is called corona virus (covid19). you old racist.,0
 calling it a chinese virus does affect peoples health! ,0
"there was another hate crime in nyc as well, another one against asians. the coronavirus outbreak gives you no right to be racist.",1
i want a president with a plan to tackle coronavirus on day one.,0
 chinesevirus the dirty people .. fuck the chines minde,2
" the only thing ""reaal"" about you is how far up aoc is ass yo go... a small collection of news headlines earlier this year down playing the wuhan china laboratory bat shit virus ",2
coronavirus: how biologists resolved the virus so spectacularly quickly. ,0
 we fuck ur mother and sister both at a time when u r present and watching fucked both by us....fuck chinese and ur chinese virus covid19,2
 stupid just stupid have not you heard 11 chinese nationals with coronavirus were caught trying to cross the border illegally in the back of a truck. if the border is open how do we stop the virus from spreading? wake up america,0
 fuck u and your chink obsession,2
 so do not expect black jew obama black jew leader cuz - to help out - look at who she has for friends - rapers - global trade disrupted as companies reduce shipments from china amid coronavirus outbreak - ,0
"""asian americans need allies who will intervene when they see racial profiling happening. we need to learn from american history and have the courage and leadership to counteract fear and anxiety in this time of crisis.” racismisavirus ",1
"the coronavirus discorse sums up twitter rn ""hey the ccp just fumbled a fucking bioweapon and its tearing through southeast asia killing people. they are now locking down a whole city and rounding up the infected to die in a quarantine ward."" ""you are rascist"" ",0
"too much unknown for this virus, if hk govt considers ppl is lives as top priority, border should be closed for travellers fm china ! should provide enough masks and; ppe for the medics ! should combat the virus w/ all effort and; scientifically ! but carrie liar is a political bitch !",0
 mother fucking chinesevirus,2
coronavirus: french asians hit back at racism with 'i am not a virus' iamnotavirus jenesuispasunvirus,1
but they fucked around and got it in their eye! just like 28 days later!!!!,0
people are so ugly. how can you refuse to see a doctor because of a virus that originated in wuhan china? i do not see “fear” i see racists!!! uneducated people who would rather see a “white doctor”. this is not the first time i hear this lol.,1
imports from china 1- fireworks 2- paper umbrellas for cocktails 3-nothing else wake up and stop trade with china exports only and when they fuck with us we cut them off. chinaliedpeopledied ,2
discussing racism and xenophobia towards asians during the covid-19 outbreak. watch the full video on instagram on igtv: please watch and share! racismisavirus iamnotavirus covid_19 coronavirus ,1
webcam sex  retweet and i will send a photo of pussy in dm maine tinytits coronavirus ,0
" ""racist!"" ""b-but it is true"" ""yeah, but you did not specify which month the chinese government, locust-style stripped your country through shady means, instead of negotiating with the australian government. to combat a virus that was spread due to their own vicious incompetence""",0
you all are silent about this. covidracism chinesevirus chinamustexplain iamnotavirus kenya nigeria africa ,1
 the chinese virus!!??!! what is wrong with you? racismisavirus dumptrump2020 voteblue2020,1
 chinese virus.... you fucking idiots r the reason for this mess,2
this type of ugliness runs so deep. our asian brothers and sisters do not deserve this. iamnotavirus ,1
"ordered a new pair of nike air max from china a month ago. they have not reached the uk yet, but coronavirus has. fucking joke mate. cornavirusoutbreak",0
"sorry i like what you have accomplished, but asking asianamericans to change our actions to reduce covid19 hate crimes means racists get to decide what is acceptable, and who gets in the club. change the club. washthehate",1
coronavirus is a joke. if i ever get it i will just drink a gallon of water a day and a lot of protein and vitamins antioxidants etc. i will sleep a solid amount and be fine. markets are so stupid . sign we should stop making shit in china and start making here ,0
"australia, you make china proud with every such move you make. what a shame that a democratic country has become such a submissive bitch, just the way ccp likes it.",0
as jerry seinfeld is father said:pinko commie rag opinion | let is call it trumpvirus - the new york times ,0
happening now! stopcoronaracism washthehate ,1
who the fuck voted for him?! wake up!!!,0
"there has been a rise in hate crimes against asianamericans due to coronavirus-related racism. thanks to aapi groups, people can report racist incidences here (in english, chinese, korean, thai, and japanese so far): stopthehate stopaapihate",1
 fucking chinese virus,2
 would not go back to my ex not even for the chinese virus cure. i rather fucking croke,0
would you daddies rather have my fat ass sat on your face or riding your big cock? bisexualwomen st. joseph county coronavirus ,0
breaking: iraq suspends all flights to iran due to coronavirus outbreak in country which killed 9 people. ,0
"i hate stereotypes, poc aren’t criminals, white people are not all dirty, and people who are asian or a part of the asian culture do not have the fucking coronavirus... it is 2020 and we still all have to have these discussions. you will never see me discriminate against someone.",1
two charter flights carrying hundreds of us citizens evacuated from diamondprincess cruise one plane touched down at travis air force base in california and the other landed in texas at least 14 of them tested positive for coronavirus covid covid19 china wuhan 冠状病毒,0
13 myths about covidー19 busted by scientists! science classrooms will be an important part of the information network for kids who need facts. sciencenotscaretactics vivsters! we are relying on you! . ,0
"i am fucking sick of my tv, chinese virus this and that. nothing new from day to day. rerun after rerun, celebrities make a song video, how bout free shows and movies dickheads!",0
kaiser permanente is doing drive-through coronavirus testing for its members at a site in redwood city. read more: ,0
 do not discriminate us asians !  washthehate,1
"states have rights, bitch. chinesevirus",0
"covid-19 is big, but i just want to remind y’all that my ass is bigger",0
" coronavirus report has been published first time and results are extremely serious. coronavirus has become the biggest challenge of 2020 in front of scientists and health experts. like, rt: coronavirusoutbreak wuhan chinavirus coronaviruschina",0
 fuck you chinese virus. people here do not eat shit and spread deadly virus.,2
" i have realized over the years getting older, becoming a father and now with the chinese virus....i do not give a fuck about professional athletes. dat shit gay.",0
 yes we even surpassed the country where the so called “chinese virus” began. is not it ironic.,0
" people also said aids came from space and was a eugenicist group is bioweapon (as they say about coronavirus nowadays). but of course, that is just a hoax .",0
 i am so fucked i warned ppl about coronavirus but ppl did not listen because president moon said coronavirus will soon end. do not come to east asia guys. it is like three countries are betting who is falling first,0
"readers in at least five countries saw (false) claims the chinese government requested authorization to kill 20,000 people infected with coronavirus ",0
"sending love and support to all our asian american students, staff and faculty. racismisavirus ",1
" communist newsome just wants money for the state he has almost bankrupt. california is a broke, it is streets are filled with homeless people, shit, needles and; crazy high taxes. newsome is looking to get on the coronavirus gravy train to get his broke state out of the hole he dug.",0
fuck china  covid19 chinesevirus,2
would you believe anything coming out of china? imho anything they say is full of shit! communism at its best. dar… ,0
" true ""shit"" boicoteachina chinazi standwithhongkong chinesewuhanvirus chinaliedandpeopledied chinaliedpeopledied chineseviruscorona chinavirusmadeinchina chinamustpay chinawuhanvirus",2
" the idiom ""chink in one is armor"" refers to an area of vulnerability.",0
fucking brilliant!!,0
racism against asians is the reason white people failed to prepare for a pandemic. that is it. that is the tweet. covid19 racismisavirus,1
&gt;dodge the cinema mercenaries who are hunting for people who smuggle in candy bars or soda &gt;pass the virgin test and the gf detector with the magnets a gypsy sold me &gt;grab some falcon chow and crab legs &gt;finally i can watch joker &gt;its evacuated because of covid19 fuck china,2
"yes, asian americans are being subjected to racism because of the coronavirus. racismisavirus ",1
this is fake right ?  ,0
" science bitch! ""in 2014, a new theory about the origins of the virus suggested that it first emerged in china, national geographic reported. previously undiscovered records linked the flu to the transportation of chinese laborers"" ",0
who wants to fuck me in the mouth? i am a bad girl  animalsex grand prairie coronavirus ,0
" while people all over the world die, markets crash, and people lose their livlihoods, this attention whore lies about having the wuhan virus! hollywood is sick!",0
china kills students on 4.6.1989. it keeps lying no one died. in recent years china kills hongkong tibet uyghur ppl. now it is killing ppl in the world by chinesevirus covid19 chinaliespeopledie china_is_terrorist chinavirus,2
 and that is what it is it is a chinese virus they started it,0
" yes there is, this chinese virus will taper off and either die out or get handle as any other flu. you are just trying take advantage of an emergency and push your bull shit. sit down and shut up",0
 i stand with asians. washthehate,1
i am still  over is op-ed. instead of defending his community he told us to act more american. i was born american! i have worked so hard to fight stereotypes all my life. i still get called chink and; gook to this day. he is siding with the wrong people.,1
being asian in america is worse than being black as we speak now. covidー19 racismisavirus coronavirususa,1
"asian americans report over 650 racist acts over last week, new data says iamnotavirus via ",1
the fact that i can not do business with these chinese people in china is pissing me off. god can this virus just dis… ,0
"they say it is racist to call it chinesevirus or wuhanvirus, what is mind-blowing is that nobody thought it was rac… ",0
 it was a man in my city. not a woman. he arrived in us from china on jan 15.,0
"because of the decline in business at chinese restaurants because of coronavirus-amplified racism, mandy and i are gonna feast on a bunch of chinese takeout today.",1
"with the global outbreak of coronavirus disrupting the demand-supply dynamics of nearly every commodity, mr , director, jindalstainless said this could be a pivotal point for the indian stainless steel industry and; we are prepared to face it:",0
racismisavirus aims to combat the rising xenophobia against asians and asian-americans amid the global coronavirus pandemic. ,1
"pls retweet: writes asian americans are ""vastly over-represented among the front line medical workers"" 17% doctors, 9% pa is, 10% nurses in the us are asian. yet they face the rise in violence and hate against asians. becool2asians frontlineworkers covid19 ",1
 is supposed to be the most intellectual conservative . you should not call it chinese virus because it… ,0
  chinese products are well known for their poor and cheap quality but all of a suddent this chineese virus proved the world wrong. fucking chinese you made the world hell. just stop eating fucking animals,2
pops got that chink flu,2
"oh, here is the vile bit i was talking about. ""are you from china?"" racismisavirus covid19 ",1
thank you to the jewish community for supporting the asian community iamnotavirus notoracism,1
 fuck u china  what u did to world is a nothing less than a war crime. the entire world is paying a huge price because of this filthy bastard country china. once this pandemic is over the entire world should come together to make china pay for its crime. chinaliedpeopledied ,2
5d be on all bullshit the bald whitey and chink mf be tweakin,2
my extended thoughts on the least interesting question from the recent past. ,0
"it is okay to afraid of this covid19,becoz that proof that u are still sane. just do not be panic pliz.",2
 fucking chinese virus fucking chinese liars,2
i think i will not be able to join the cse for treasure in manila bc of covid-19 :(,0
"for the whole of april, even puts video quality restrictions, as if we were already not having enough of those. this chinese shit is wrecking my nerves now. chinaliedpeopledied chinaliedhdexperiencedied",2
"do not forget his plan to ship your commie ass to hong kong. oops, sorry prez.",0
 and he was being racist calling it the chinese virus. putting chinese americans in harms way. ignored americans plee when they were getting assaulted. o ly started calling it the caronavirus after he taked to chinese president. thats racist.,1
 i heard u chinese people have corona virus chinesevirus19 in ur ass.... get that tested....otherwise.... sali bhadvi,2
"everything is just going on in a so fucking familiar way, it is not a dejave, and nothing you can do about it. china has been through all of these steps, the us is copying the defection of them but not affordable for the further coming perfection. ",0
 what do you have to say about china blaming the us for covid 19....which i prefer to call the wuhan virus,0
 china is not another planet you know.,0
 fuck off and die chink,2
if the 1975 tour is affected by coronavirus i will infect myself just so i can die,0
asian americans join washthehate campaign to raise awareness of discrimination amid coronavirus fears ,1
 sbi is taking home loan emi with interest from linked loan account in april month after covid-19 fm and;rbi i have only 2200 rs only in kindly direct sbi for support to citizens besides business.,0
the coronavirus is no excuse for racism against asian communities. iamnotcovid19 ,1
this gives everyone great confidence  clamping down on information sounds like a 3rd world commie regime.,0
6.64 million jobless claims... fuck the chinese fuck the wuhan virus fuck the democrats fuck the toilet paper hoarders fuck the media fuck this quarantine,2
"holy fucking shit. 38,000 bodies unaccounted for. if this corona virus situation has not proved the chinese government is one of the greatest forces of evil on the planet, i do not know what will",0
china is hiding their numbers.,0
how to wake up so quickly masturbate pussy! i am sick? st loius girlnextdoor coronavirus ,0
why a coronavirus diagnosis is not a certain death sentence and more coronavirus myths debunked ,0
they eat shit never a truer word spoken china chinaflu kungflu diseasedpeople banchinesewetmarkets banchina ,2
what if we just called it chinavirus instead of coronavirus,2
" true, people are struggling but that does not make it right to call this the chinese virus. it is racist and you know it.",0
a racist stabbed an asian american family -- including a 2 year old and 6 year old -- because he thought they were chinese and therefore guilty of spreading covid19 . . . . stabbed a 2 year old and; 6 year old iamnotavirus ,1
"canada, china and the u.s., knew about this coronavirus by the end of dec. all of the early dec. reports confirmed this. follow the limited bread crumbs left on the internet. the real shit is being scrubbed clean as we speak. this is a bioengineered virus.",0
"while out walking my dogs, a man yelled at me that ""my kind"" caused the pandemic and that i should ""get out and go back to china"" (i am a us citizen). i reported it at the link below; please report anti-asian covid19 incidents you witness. iamnotavirus",1
coronavirus is a good time to turn inward and rebuild our own domestic manufacturing sectors. relying on china to produce our goods is proving to be unreliable. the entire supply chain is fucked right now.,0
"a virus cannot take on an ethnicity or race dumbass. also, it would not even be the “chinese virus” because it is wor… ",0
one country fucked up the world. thanks to chinesevirus ,2
"to be clear, language like ""chinese virus"" is racist, and it fuels racism in what is already a painful time for so… ",0
have you seen their numbers?,0
"right. so fat, old people beware. we do not have many of those here in south africa, thankfully. ummm ... coronavirusupdate",0
 mother fucking chinesevirus,2
 chinacoronavirus chinavirus wuhancoronavirus kungflu kungflufighting viruschina communismkills chicomvirus chicom bite me bitches!,2
"i am so sick, of the racist china bashing.. i am so upset, my china-born wife just smiles at me, and says kuai le (快乐)....!!",1
does not count if they were not on the boat.    coronavirus kungflu ,0
" stop eating vermin and exotic animals, you damned slant eyed covid-19 spreader! mind your damned business, ladyboy ling ling! ",2
".: is your journalist referring to coronavirus as chinesevirus acceptable to you? a journalist with a verified twitter handle should not be allowed to spew such bigoted views. racismisavirus indiafightscorona ""wash your hands, look out for others, do not be a racist."" ",1
china is saving the world!  bitch chinese communist party and chinese people spreaded covid2019 to more than 200 countries and; killing thousands of people fuck china and fuck every chinese who eat bats we will never never forgive you chinesevirus19 chinaliedpeopledied ,2
wait! i thought the cdc were the bad guys who were covering shit up. oh well,0
iamnotavirus hits back at racism and xenophobia as paranoia and anti-chinese sentiment mounts over the coronavirus outbreak. ,1
 china  is responsible for spreading chinese virus” “chinese virus” “chinese virus” “chinese virus”,0
 zoom=chink trash,2
"schumer, you lied and said the president cut the cdc; even the gao and; ap said you lied about this. you said the president is restricting travel to china was racist when in fact showed great foresight. you are fear mongering to hurt the usa economy for political gain. so fuck off.",0
"give small business owners a break , anything coming from china is delayed due to coronavirus.. unless you want that shit, relax.",0
that is chinese in ccp controled china! do you think they are human kind? i do not! they look human kind but they are evil!,2
"here is our report on this morning is webinar on the local impact of covid-19 on you, your employees, and family, speakers from and answered questions. ",0
 it is never too late to realise china ccp is a threat to the free world standwithhongkong and act now,0
"ignore trump! fuck chinese communists! used to pile on people for calling it ""chinese virus"". it is fucking ""chinese virus""! chinese knew about this contagious virus early on, tried to muzzle those who red flagged it; and; made them die. families of all dead must sue chinese regime.",2
i hope this guess is wrong.,0
" easy fix, stop brazenly calling it the chinese virus.",0
" fuck that, china needs to pay, remember: chinaliedpeopledied they are not to be trusted.",2
this is how communists work. he is being assisted by the best of the shit commie pack...,0
"man fuck whoever patient zero was, hopefully they died considering they started this whole pandemic fuckchina coronavirus",2
what is that sound i just heard? hope we are safe? akure covid19,0
great news fuckchina huawei ccp the real virus,0
"hey dems if you passed “free healthcare” for anyone in the country and a pandemic breaks out in norther mexico of a deadly disease ie...coronavirus without a border wall, how would you protect us from millions of infected people flooding into our country.?? demdebate",0
 actually ram... mike lindell switched his company over from making pillows to making hospital grade face masks to help combat the wuhan corona virus... what has your network done except bitch about what ever president trump does to help combat the made in china virus???,0
"but that skepticism is part of the story. in fact, reporting about the skepticism requires reporting china is official count.",0
why do we have to be so divisive and cruel about this pandemic? this is not how problems are solved. any good leader knows that (1/8),0
"what a surprise, another doctor has suddenly disappeared in china. a doctor who also told the world about the virus, seeing as china loves to lie. the doctors who told the world are heroes, the chinese government are cunts, getting rid of people because they told the truth.",0
mypandemicsurvivalplan… we are sharing coping tips from way members to help get through the coronavirus crisis  here are some words of wisdom from rachael... widowedandyoung grief bereavement isolation socialdistancing ,0
 many countries are refusing help from china which i support coz china have killed lots of people from their virus i would rather die of poverty than get chinese help!!,2
" see? although we are facing covid ,china still has not given up his aggression ccp do be the biggest enemy to us in the battle of chinavirus",0
" you are a ""doctor"" and you believe that shit? you chinese hack... chinesevirus",2
"did you know many civilizations existed before us? fact is-""history repeats itself"" and it looks like humanity is at the verge of self destruction. love and; light earthlings. govtbioweapons coronaviruskenya jkia",0
"coronavirus exposes chinks in chinese and hong kong firms’ remote-working, business continuity capabilities ",2
